id,data,fonte,sku,prodotto,categoria,rating,testo,tema_reale
REC-1449,2026-04-27,trustpilot,SKU-104,Vibratore per coppie Duo App,coppie-app,2,"Salve, vorrei sostituire il Vibratore per coppie Duo App con un modello diverso, ma non trovo da nessuna parte come si fa il cambio.",reso_rimborso
REC-1450,2026-06-03,trustpilot,SKU-102,Vibratore Rabbit Nova,vibratori,5,"Materiale piacevole, ricarica veloce, tutto come promesso.",feedback_positivo
REC-1451,2026-09-20,sito,SKU-103,Wand massaggiante Vela,wand,2,"Ciao, procedura di reso poco chiara, sul sito non si capisce cosa si può restituire e cosa no.",reso_rimborso
REC-1452,2026-04-01,sito,SKU-108,Dildo in silicone Onda,dildo,5,Il Dildo in silicone Onda vale ogni euro speso. Comprerò ancora da voi.,feedback_positivo
REC-1453,2026-07-24,sito,SKU-110,Lubrificante base acqua Fresh 100ml,lubrificanti,1,"Buonasera, ho scritto due volte all'assistenza e non ho ricevuto nessuna risposta.",assistenza
REC-1454,2026-06-04,trustpilot,SKU-110,Lubrificante base acqua Fresh 100ml,lubrificanti,5,"Ottimo acquisto, il Lubrificante base acqua Fresh 100ml è silenzioso e ben rifinito. Consigliatissimo.",feedback_positivo
REC-1455,2026-08-25,trustpilot,SKU-102,Vibratore Rabbit Nova,vibratori,5,"mi piacerebbe un contenuto che spieghi come scegliere il primo prodotto, non ho trovato nulla del genere.",corsi_contenuti
REC-1456,2026-05-07,sito,SKU-111,Kit bondage Soft Start,bdsm,5,"Buonasera, ottimo acquisto, il Kit bondage Soft Start è silenzioso e ben rifinito. Consigliatissimo.",feedback_positivo
REC-1457,2026-06-25,trustpilot,SKU-101,Succhia-clitoride Aurora,succhia-clitoride,1,Ho dovuto sostituirlo perché la batteria era gonfia. Assistenza gentile ma lentissima.,difetto_batteria
REC-1458,2026-08-08,sito,SKU-112,Body in pizzo Luce,lingerie,3,"Ciao, però sull'estratto conto compare un nome che si capisce benissimo cosa sia. Sul sito dite il contrario.",imballo_privacy
REC-1459,2026-05-03,sito,SKU-107,Kit plug progressivo,anale,5,"Il Kit plug progressivo è esattamente come lo descrivete, qualità ottima e spedizione velocissima.",feedback_positivo
